"","Total.All.Revenue","Total.Donations","Total.Ticket.Revenue","X2004.Total.Cost","X2005.Total.Cost","X2006.Total.Cost","X2007.Total.Cost","X2008.Total.Cost","X2009.Total.Cost","X2010.Total.Cost","X2011.Total.Cost","X2012.Total.Cost","X2013.Total.Cost","X2014.Total.Cost","X2015.Total.Cost","X2004.Donation","X2005.Donation","X2006.Donation","X2007.Donation","X2008.Donation","X2009.Donation","X2010.Donation","X2011.Donation","X2012.Donation","X2013.Donation","X2014.Donation","X2015.Donation","KmeansClustering_3.cluster"
"8923",451,0,451,190,54,0,120,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8924",66,0,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8925",27.67,0,27.67,0,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8926",166,0,166,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8927",274,0,274,0,0,0,0,0,0,0,0,0,39,173,62,0,0,0,0,0,0,0,0,0,0,0,0,3
"8928",1350.85,0,1350.85,280.05,299.4,276.4,0,0,0,0,0,192,141,60,102,0,0,0,0,0,0,0,0,0,0,0,0,1
"8929",99.55,0,99.55,0,99.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8930",72,0,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8931",45.6,0,45.6,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8934",2830.5,0,2830.5,298,216,340,410,316,328,340,340,168,0,0,74.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"8936",219,0,219,66,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,3
"8937",231.8,0,231.8,0,0,126,57.8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8938",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8942",187.34,0,187.34,0,0,50.67,35.67,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8943",373.34,0,373.34,0,0,0,37.34,24,52,37,115,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8944",132,0,132,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8945",213.4,0,213.4,0,0,0,137.4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8946",477,0,477,0,78,0,0,297,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8948",600,0,600,0,0,0,70,0,0,0,100,70,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8949",200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,3
"8950",36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8952",71,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8953",79,0,79,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8954",140,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8955",564,0,564,37,0,135,64,0,0,168,0,0,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8956",635,0,635,0,0,0,0,123,194,132,90,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8957",41,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8958",295,0,295,105,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8962",130,0,130,0,0,0,0,0,80,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8964",279.33,0,279.33,87.33,0,0,0,0,0,90,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8965",36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8966",54.5,0,54.5,0,54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8968",1270,0,1270,0,0,630,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8969",2986,0,2986,92,0,190,288,632,656,680,0,44,168,0,236,0,0,0,0,0,0,0,0,0,0,0,0,1
"8970",341.25,0,341.25,0,27,40.75,24.5,0,26,126,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8971",52.4,0,52.4,0,0,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8972",20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8974",3730,0,3730,434,0,72,466,189,415,702,0,576,417,459,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8976",243,0,243,0,0,132,0,0,0,37,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8977",742,0,742,0,0,0,84,116,146,0,276,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8978",36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8979",472.25,0,472.25,0,0,0,39,0,67,0,48,154,50,39.25,75,0,0,0,0,0,0,0,0,0,0,0,0,3
"8980",103.42,0,103.42,0,27.67,40.75,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8981",74,0,74,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8982",410.67,0,410.67,38,0,119.67,0,0,0,0,187,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8983",470,0,470,0,0,45,0,0,150,0,75,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,3
"8984",1545,675,870,0,148,154,0,82,196,0,82,208,0,0,0,0,50,100,50,75,100,0,0,100,0,100,100,3
"8985",124,0,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8986",63,0,63,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8987",62,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8988",60.67,0,60.67,0,0,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8989",318.5,0,318.5,0,0,0,50,61,37,37,36,56,0,0,41.5,0,0,0,0,0,0,0,0,0,0,0,0,3
"8990",156.2,0,156.2,0,0,156.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8991",36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8992",631,0,631,0,35,66,74,39,45,48,93,129,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8993",490.34,0,490.34,36.5,416.5,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8994",27.33,0,27.33,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8995",196.2,0,196.2,0,0,196.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8998",88,0,88,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"8999",281.5,0,281.5,83,100.5,0,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9000",54.67,0,54.67,54.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9001",27.33,0,27.33,0,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9002",74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9003",159.5,0,159.5,0,0,0,48.5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9004",9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9006",1127,0,1127,210,0,274,208,82,0,141,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9007",242,0,242,0,0,0,160,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9008",100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9009",9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9010",144,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9012",58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9013",238,0,238,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9014",74,0,74,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9015",33,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9016",9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9017",102,0,102,40,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9018",104,0,104,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9019",63,0,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9020",396,0,396,0,0,0,84,24,52,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9021",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9022",60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9024",127.67,0,127.67,0,27.67,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3
"9025",3666.67,0,3666.67,0,0,29,104.67,113,156,82,358,457,615,771,981,0,0,0,0,0,0,0,0,0,0,0,0,1
"9026",121,0,121,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9027",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9028",36.75,0,36.75,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9029",71,0,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9031",66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9032",60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9034",550,0,550,0,0,178,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9035",60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9036",900,0,900,0,0,0,142,104,222,0,180,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9038",2898,25,2873,210,256,280,76,240,542,264,128,0,320,195,362,0,0,0,0,0,0,25,0,0,0,0,0,1
"9039",60,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9040",111,0,111,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9041",368,0,368,0,74,0,0,92,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9042",48,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9044",402,0,402,52,64,60,0,64,74,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9045",59.25,0,59.25,0,18.5,40.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9047",82,0,82,32,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,3
"9048",123,0,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9049",218,0,218,0,0,0,60,92,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9050",197,165,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,3
"9051",82,0,82,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9052",84,0,84,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9054",38,0,38,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9055",110.67,0,110.67,0,0,0,110.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9057",90,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9058",114.64,0,114.64,0,0,90.64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9059",57,0,57,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9060",828,0,828,0,60,0,330,0,0,0,0,0,0,94,344,0,0,0,0,0,0,0,0,0,0,0,0,3
"9062",1265,0,1265,0,128,0,0,0,0,125,767,70,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9064",159,0,159,0,0,0,75,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9065",706.5,0,706.5,0,0,10.5,0,0,222,205,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9066",2490,0,2490,36,528,973,775,0,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9068",1378,0,1378,0,0,52,78,158,174,186,178,0,102,174,276,0,0,0,0,0,0,0,0,0,0,0,0,1
"9069",2155,86,2069,45,0,264,234,0,0,152,214,322,272,246,320,0,0,0,0,0,0,0,0,0,27,29,30,1
"9070",469,0,469,0,0,0,66,0,84,141,0,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9071",40.5,0,40.5,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9072",77,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9074",174,0,174,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9075",1844.5,1,1843.5,264,0,0,148,237,184,41,144,272,200,94,259.5,0,0,0,0,0,1,0,0,0,0,0,0,1
"9076",247,0,247,0,0,0,72,82,0,36,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9077",37.34,0,37.34,0,0,0,37.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9079",67,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9080",210,0,210,0,0,66,72,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9081",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9083",1288,0,1288,62,64,72,132,158,90,100,70,175,0,93,272,0,0,0,0,0,0,0,0,0,0,0,0,1
"9084",1180,600,580,0,0,130,70,0,80,90,0,0,0,108,102,0,0,0,100,100,0,0,0,100,100,100,100,3
"9085",152,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9087",94,0,94,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9088",84,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9089",61.5,0,61.5,0,0,0,13.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9090",54.33,0,54.33,27,27.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9091",390,250,140,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,50,0,0,50,75,3
"9092",45,0,45,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9093",1910,835,1075,76,83,20,50,197,453,72,0,0,99,0,25,50,50,50,50,50,50,0,0,0,20,515,0,1
"9094",76,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9096",102,0,102,0,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9098",52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9099",520.5,0,520.5,0,90.5,0,0,0,0,70,0,0,50,96,214,0,0,0,0,0,0,0,0,0,0,0,0,3
"9100",123,0,123,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9101",40.5,0,40.5,0,0,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9102",76,0,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9103",50.6,0,50.6,0,0,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9104",66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9105",1919.33,0,1919.33,176.66,113.67,119,75,164,160,48,144,270,268,172,209,0,0,0,0,0,0,0,0,0,0,0,0,1
"9106",698.5,0,698.5,0,0,0,72,0,0,0,243,0,96,191.5,96,0,0,0,0,0,0,0,0,0,0,0,0,3
"9107",27.67,0,27.67,27.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9108",97,0,97,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9109",76,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9110",165,0,165,0,0,0,48,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9111",93.33,0,93.33,0,0,0,26.33,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9112",373,0,373,141,0,0,0,72,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9113",100.34,0,100.34,27.67,72.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9114",828,0,828,76,74,77,0,0,0,212,206,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9115",322,0,322,0,0,82,70,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9116",4756.45,0,4756.45,230.75,222,280,325,298,542,455,676,588.5,542,284,313.2,0,0,0,0,0,0,0,0,0,0,0,0,1
"9117",816,75,741,0,150,0,84,172,83,96,88,0,68,0,0,0,0,75,0,0,0,0,0,0,0,0,0,3
"9118",649,0,649,0,0,0,0,0,0,0,100,0,0,125,424,0,0,0,0,0,0,0,0,0,0,0,0,3
"9119",74,0,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9120",126,0,126,66,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9121",36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9122",424,0,424,0,0,0,0,138,144,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9123",100,0,100,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9124",518,0,518,134,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9125",120,0,120,0,70,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9127",152.5,0,152.5,0,0,30.5,0,0,26,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9128",27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9129",368,0,368,26,64,76,0,0,0,0,94,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,3
"9130",167,0,167,0,54,0,0,46,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9131",45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9132",703.5,0,703.5,52,92.5,96.5,102.5,35,37,184,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9133",241,0,241,143,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9134",90.7,0,90.7,90.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9135",340,0,340,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9138",466,0,466,0,0,66,38,0,80,0,212,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9139",236,0,236,0,0,78,0,0,0,0,72,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9140",379,0,379,0,0,71,71,72,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9141",60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9142",51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9143",66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9144",4729.35,0,4729.35,332.34,324.34,341.33,424.34,401,360,378,258,232,220,528,930,0,0,0,0,0,0,0,0,0,0,0,0,1
"9146",390.67,0,390.67,0,0,108.67,0,0,0,0,0,0,186,96,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9147",798,0,798,0,0,198,117,0,252,0,0,148,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,3
"9148",754,0,754,0,60,0,0,0,0,266,264,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,3
"9149",243.5,0,243.5,0,0,20.5,0,35,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9150",918.34,0,918.34,0,0,115,86.34,46,56,56,56,50,0,96,357,0,0,0,0,0,0,0,0,0,0,0,0,3
"9151",36.5,0,36.5,0,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9152",18.5,0,18.5,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9153",328,0,328,125,0,46,40,0,0,0,0,0,56,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3
"9154",118,0,118,0,0,0,54,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9156",517,0,517,0,0,226,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9158",104.67,0,104.67,0,0,0,104.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9161",777,150,627,0,0,96,158,43,116,51,86,0,0,48,29,0,50,0,0,100,0,0,0,0,0,0,0,3
"9162",66,0,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9163",3990,30,3960,136,240,560,266,240,260,268,280,428,350,434,498,0,0,0,0,0,0,0,0,0,0,0,30,1
"9164",81,0,81,0,0,0,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9165",138,0,138,0,54,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9166",351.67,0,351.67,0,27.67,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,3
"9167",58,0,58,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3
"9170",132,0,132,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9172",749,0,749,0,0,0,246,82,108,90,0,0,49,130,44,0,0,0,0,0,0,0,0,0,0,0,0,3
"9173",845.99,0,845.99,187.99,384,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9174",30.67,0,30.67,0,0,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9177",275,0,275,0,0,0,0,0,0,50,75,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9178",88,0,88,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9179",56,0,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9180",48.83,0,48.83,0,18.5,30.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9181",172,0,172,0,0,0,24,0,26,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,3
"9182",39,0,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9183",116,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9184",33,0,33,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9186",2225,0,2225,146,292,560,122,304,264,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9187",324,0,324,264,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9188",1274,0,1274,0,54,120,192,180,164,198,174,0,92,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1
"9190",44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9191",620,0,620,264,0,0,84,0,98,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9192",110,0,110,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"9193",1095.33,0,1095.33,0,0,0,118.33,117,174,140,96,104,126,106,114,0,0,0,0,0,0,0,0,0,0,0,0,3
